"","Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"53","Cyprus","CYP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","7689587010.5557","8011827776.5588","8955893527.4316","9238906135.4148","9981328819.954","10559514258.11","10897131038.862","11273164833.632","13122343737.332","12726997843.298","13506365784.72","14893964632.957","15854144524.834","16729370402.678","17824486529.2","19438133153.029","21291274600.463","23608083472.733","26949335297.131","27302983274.482","27401397098.94","29158013240.004","27376105584.475","25943702470.317","25040161750.665","26883799568.902","29349749603.495","32057628697.274","34118293382.948","35632013664.197","33679306227.725","36359176044.982"
"54","Czechia","CZE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","121443028361.56","125278620048.98","131678549203.52","141939384771.4","149230056655","150460678135.08","151912239354.24","155396065175.15","163257693867.63","174957304052.18","179426297147.5","192474881518.19","203336529154.84","215196463957.1","229707728689.73","253246158033.59","272806085747.4","269923491954.91","270183361561.33","279834668447.07","287718348866.22","303447928479.58","318616318237.67","332984669940.75","355688613136.58","388039149500.85","413258087440.78","429616323070.16","430714282531.75","455529581464.35"
"55","Germany","DEU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1561922636511.5","1685214880679.5","1755552651713","1777373768624.5","1855071340190.7","1921068316145.1","1972128689551.7","2011965479883.5","2067594156340.2","2143583766804.8","2223496121228.4","2319738227270.4","2381368004844.2","2443370460199.8","2601169287239.9","2643689105682.1","2861601464886.8","3028587022857.9","3133424995825.2","3083288744011.3","3249329225877","3502470398953.3","3570904139239.8","3712581829258.2","3883389666513.6","3977709151007.2","4268495684340.3","4491247786268","4726606095876.3","4774294432950.1","4687858484650.3","4961000043156.5"
"56","Djibouti","DJI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","3575606060.0197","3813420038.5353","4124459934.5659","4228354172.7359","4418464110.6337","4725369385.9906","5174904158.2112","5296929188.2376","5864057579.9478"
"57","Dominica","DMA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","294876483.1","305523724.57569","320106584.396","336594952.87972","338208796.11836","353194608.13048","364472345.43187","382405144.27028","405049028.24738","399002724.92962","399891562.55575","429072984.43874","418853475.43772","456800296.4661","477032748.67028","501328468.80946","565034929.07337","611971564.34575","672700084.28919","677525203.19925","696531243.38596","708013848.57651","691928396.38625","692344687.13974","750744719.19423","765268686.68704","820841325.36053","813273321.76296","860508248.31887","908466089.55754","789474801.66399","867930358.35356"
"58","Denmark","DNK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","90544827382.188","94760703050.704","99265814503.827","102310013575.6","110358793934.68","116573258276.76","122471337471.39","129363333326.82","134975815906.49","140352133965.56","149540109273.13","155421464196.97","162670765274.65","164652371639.86","178236741720.6","186566260237.84","205456209155.69","214099451818.66","229296531979.34","224976956808.66","242469572196.06","252568140433.29","256181803182.81","270675687839.01","280163778604.42","287305055728.28","305037277594.35","326115786258.35","342287470715.7","351174060502.76","363081808910.91","390768618988.85"
"59","Dominican Republic","DOM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","25248993716.729","26287897967.008","29872695978.974","32321403068.554","34105420771.828","36813717953.162","39993849130.735","44298183860.488","47736688812.815","51131066884.3","54795340763.485","57420258830.929","60947905837.384","59868229227.121","62009311689.622","72079439405.566","81482933426.378","89737081386.428","95716906105.35","97308812710.212","106678082283.39","111949188863.71","113509281486.37","119476175962.84","130354681073.13","145306712656.46","160308251920.4","167596982744.01","184406643949.56","196652870180.08","185110262702.37","216139101212.81"
"60","Algeria","DZA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","171460213214.85","171645623427.1","180748257849.55","183036035799.35","184159909085.2","192794226154.61","203920898711.44","211595020590.11","225967958740.39","235109584682.74","248948935932.59","267745804321.95","284220886791.13","311380241638.8","331728480771.73","359612549047.02","381244409859.82","415419245778.32","436091592071.3","444815149744.98","469889943452.13","489874209849.27","491032042032.19","488124391408.29","494451390132.55","464956187403.21","466787785435.93","478552633868.99","490702347615.42","504852207229.84","486938504895.6","524016535377.95"
"61","East Asia & Pacific (excluding high income)","EAP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2297833922901","2557405934405.9","2886511209989.9","3256606930942.9","3685143659902.6","4090715962399.4","4535839315799.8","4929112320077.7","5005991081824","5361856193684.1","5889483468936","6432464161434.5","7054580375110.5","7814110078350.6","8732008478202.7","9821335945639.5","11237916557283","12945573586016","14325399856458","15411216485215","17063111831567","18808585106384","20614328821752","21848628775226","23204042210751","23925797461776","25170605170748","26818357124609","29158008292759","31417747888118","31948727702228","35413512330404"
"62","Early-demographic dividend","EAR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5879976717595.6","6385159112326.1","6821484172646.9","7162302419003.6","7527404369295.9","7954263965291","8562878359408.3","9098382777822.1","9191469337623.7","9539953231651.2","10192510416525","10678665287301","11070445383557","11891493817129","12985331296810","14204281564256","15712321104984","17203987207548","18292122324745","18821939178487","20274717944556","21779673177092","23175928345064","24170306318469","25209400613719","25890238440635","27119421317221","28822833634309","30606026522132","31786067131191","30915848907796","34235247781180"
"63","East Asia & Pacific","EAS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5888763861509.4","6423740921668","6932941610758.8","7473401775419.5","8125452095474.1","8799545122683.8","9537908838021.5","10157949039711","10234607945754","10797293862496","11732264717045","12487320019355","13377615120359","14386415328865","15738955774548","17207374013160","19120079220245","21342072542233","22887573416039","23790745716184","25994442666554","28104670124733","30252387442324","31962646878274","33541232321421","34631603647807","36001633679373","37996065899142","40698273094548","43148282137239","43818179714810","47842981391510"
"64","Europe & Central Asia (excluding high income)","ECA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2532627645676.2","2494009039511.4","2306510457295.1","2232006894722.2","2019607120998.6","2020619423944.1","2043575070020.4","2131002013896.1","1935631208933","1999071306185.1","2240307478886.7","2378642997466","2547823463756","2804590022133.8","3151196207686.6","3538087682288.1","4215197217643.4","4715802184635.6","5396186566062.6","5221064402772.2","5632735422022.5","6247309779594.9","6682475764593.4","7243925729185.9","7440150903690","7368931291672.3","7536041186690.1","8041354262266.4","8624678208879.1","8828462900754","8901601873580.4","9777250554040.2"
"65","Europe & Central Asia","ECS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","9927006132411.5","10243980225234","10335082088207","10459789479772","10670650237128","11002742310733","11404423303983","11931026129075","12182785703628","12681342147676","13679767714931","14372043268321","15064722058804","15688963601809","16736924825426","17703633071467","19633763894468","21033795186507","22462630039466","22030715714719","23097910541224","24524035281533","25316146013218","26556810177403","27329644285865","27839440470286","29245163778413","30932288697291","32616076973286","33583744125006","32903752603146","35766529637284"
"66","Ecuador","ECU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","45439231257.787","49718487430.842","52681822703.162","55386340833.419","59227419161.435","62061952812.288","64110148083.315","68327951865.469","70956448807.625","66779310443.353","69019538867.99","74700827123.78","79512467990.983","83103548346.218","91927899807.236","100515339271.02","108710227984.45","113994194611.94","125631527132.27","127594993472.71","134535683705.73","147975619638.37","157133177890.53","172493513104.37","183940790238.33","176078605364.2","178491385667.62","190452902888.89","196684842026.96","199842645125.48","186678033790.6","205385850157.14"
"67","Egypt, Arab Rep.","EGY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","202871173861.92","219105595043.4","233794752451.38","246201450709.73","261287235898.08","279505018447.95","299127780941.45","321016807417.65","343946957757.37","368276371953.35","400228934885.2","426414972780.14","439045031568.88","460872033699.17","491973618664.04","529979703099.66","588272785672.13","649622504545.29","708989489335.66","741297423312.49","772471367881.94","797765801524.51","936405442609.56","966549119173.09","961846565220.62","1045815284633.7","1042867889031.8","1041678981890.3","1116637186723.6","1186022352992.6","1249924145600.7","1345735134763.9"
"68","Euro area","EMU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5306717680661.1","5620512270956.7","5826138335314.9","5931253405768.1","6192999324991.6","6488651724993.4","6714554666434.3","6997914461971.1","7328711304651","7649796320382.5","8146171735817.8","8531191685435","8876422725294.4","9075563764582.9","9523669895026.5","9911510705039.5","10798513025204","11444730361987","11882926336866","11698212471150","12063086511376","12612349303792","12790107081271","13244309596813","13598239554078","13952956643039","14882849837680","15639973377193","16387316099624","16831699318655","16219482672154","17496992645811"
"69","Eritrea","ERI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","1835577957.4942","2131914133.8806","2640529286.1297","2808107112.6935","3049758092.5778","3369632588.9758","3504205605.4615","3564927798.9388","3502520683.2804","3880182235.8002","4037777641.8858","3997060844.3479","4152637317.3231","4416336075.5733","4514814625.5734","4711046752.2459","4318471379.5605","4513771671.9173","4651089673.5947","5164760114.4352","","","","","","","","","",""
"70","Spain","ESP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","525650476329.11","557409526817.73","574827791532.78","584717409107.72","603451158958.32","641370774622.18","667587153614.04","709038774043.78","758328722175.56","798571447897.08","869365064991.06","924508418044.26","998316071948.18","1047964871243.7","1111671965478.3","1188490567999.3","1338671217409.9","1432457230239.9","1486151637639.1","1459408277107.6","1454175402105.3","1463308449873.9","1471780320471.5","1501976882039.1","1552593080187.6","1620705839877.2","1737496965660.6","1842466936888.8","1907236173587.1","1969537647569.8","1798778437120","1939655521322.4"
"71","Estonia","EST","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","12665034547.471","13615215168.448","15237943834.898","16957014813.534","18696282176.202","21499501319.219","24614686121.688","27447032014.834","28895065635.578","26495397586.634","27238003737.573","30933346364.347","32958202750.915","35321692724.683","36967488470.079","37535436586.183","40284437405.394","43460557703.381","46914842869.791","49285832000.739","49586138724.658","55259699030.458"
"72","Ethiopia","ETH","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","19746047729.313","18957729933.367","17697380688.942","20400864691.107","21489084532.994","23366524106.992","26824350914.945","27971297397.392","27383170537.882","29250766632.066","31709569421.444","35153364909.158","36220115501.784","36106147528.837","42166685855.706","48794472563.372","55770778598.666","64046772909.527","72318569548.452","79028887577.013","89806292572.825","102066933556.26","112283157655.97","122160005499.92","148077638928.9","166439908210.72","194015690748.88","213816795462.58","234190855940.94","257884909729.08","276935254983.72","304912793676.7"
"73","European Union","EUU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","6191844539038","6499923378200.7","6719161218522.2","6853331156184.7","7180667440100.6","7549177571731.9","7823927408845.2","8140736125081.2","8519460407523.5","8890783923200.2","9467846587615.1","9924085365917.9","10352249397269","10616553560135","11177532508586","11650615886338","12717217408817","13537120021401","14191625675892","14006961925184","14496902823527","15198900659060","15457954642224","15998697264490","16460390327945","16940814540617","18048866858538","19033021806188","20002173058225","20638584830951","20081919540714","21682986098769"
"74","Fragile and conflict affected situations","FCS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1169708940144.6","1196340067681.3","1214270498491.2","1203020482795.9","1162681089886.4","1184191973176.5","1228862840549.9","1314910201778.2","1395807000771.5","1453418416103.8","1553874697685.7","1677191523758.3","1717079683091","1717429594057.8","2013842819449.8","2185274010509.3","2464073292365.2","2710761396143.6","2911337460339.8","2939048470833.7","3131309066648.1","3208397189362.9","3507971378242.4","3735536177993.4","3859945235093.5","3808375163930.3","3929948951117.2","4136355253023.3","4340448707248.3","4544021059832","4414453303710","4653131423729.5"
"75","Finland","FIN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","88879612322.328","85575003214.894","83518175164.424","84366329446.194","90250654217.802","97069784761.744","100591674219.28","110344925194.94","119162905625.17","126654550183.11","137779525526.79","144151339214.05","149214583627.63","150553591709.4","164275783976.96","168848220995.2","183100631359.77","200701528429.12","213338084144.17","205246614062.21","211640288025.44","221315089725.95","222320431042.55","226606741870.89","230341376307.58","235157775065.33","248052265025.91","262157314767.32","274561754901.34","279262069564.71","286434509896.74","309991877110.56"
"76","Fiji","FJI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2948725922.629","2987223165.9607","3228317350.9216","3373518671.3853","3568725530.352","3841463988.8088","4128004492.9698","4086809285.5874","4119542982.4773","4545986602.9816","4821962312.5481","4889918722.4298","5210367836.9112","5325630856.766","5756533515.6482","6064912270.6087","6029914207.1936","6248426739.2712","6418545735.7795","6505552157.3882","6593835894.4327","6915550183.6976","7364419211.7821","8093222996.082","9375291022.3916","10147731492.332","10418210574.108","10852371080.182","11717670110.489","11632861470.678","9978598646.6922","9909514900.6736"
"77","France","FRA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1030975669218.4","1076087501511.5","1119641760077.5","1140024893932.6","1189963206466","1240628945627","1286769111012.4","1350062370191.1","1424240438863.3","1499852527655","1614351939929.2","1717129704763.9","1781288096300.8","1776880780907.1","1847460291489.8","1959874866060.4","2107022783361.4","2227708824882.9","2308471504999.6","2295521492156.1","2388719355231.3","2511515271090.5","2528097207038.7","2666950863865","2719730300347.3","2777204974934.9","2924692709642","3050429224953.9","3197837511869.1","3370864656819.1","3216212574521","3499765259454.4"
"78","Faroe Islands","FRO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79","Micronesia, Fed. Sts.","FSM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","244801996.55621","249581619.16933","259663804.6219","255245401.49381","235795833.7474","243057485.8018","255761920.9146","274019057.56193","284841432.00416","289882828.84348","299591934.84737","302033180.60541","319381991.61856","329074045.59192","333900604.33202","327992538.65962","343870371.80153","348068965.24708","364901630.78569","370538704.81382","374747889.60126","372654750.9595","433197513.71883","432990338.3818","441888220.15846","409294481.96193","457202057.58104","455093974.06984","453948205.23297"
"80","Gabon","GAB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","10614106472.261","11655892656.601","11220610108.143","11755789557.956","12801145272.043","13496981994.139","14245109587.173","15314063847.131","16362843287.693","14998056789.696","14543817534.591","15525160679.148","16360915716.17","16691206135.566","16408010278.005","18475912132.912","17857864991.819","19101023570.829","18999300104.931","19708741354.032","20934089130.216","22729974762.494","24187166236.561","24803028471.285","27448373201.642","26252661543.382","26457471076.339","29027529828.764","29882609900.329","31107442946.911","31839048622.656","29967699991.769"
"81","United Kingdom","GBR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","998698018551.56","1023722636242","1063484742241.3","1114964532108.2","1202129341714","1159003733456.7","1235131392020.6","1324277979093.3","1391293256816.5","1430793352061.6","1564756206252.5","1655574780978.9","1747740539255.5","1833582898151.7","1943031726901.2","2004232503649.6","2121960639609.9","2178330576857.7","2256611528436.3","2175836602945.6","2296726346862.8","2372774243256.9","2428045106138","2526868110372.1","2630575966004.4","2727689368725.2","2855201037462.8","3023580158369.6","3117356924535.5","3258773242953.4","3082891138887.8","3327025494357.4"
"82","Georgia","GEO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","12551780953.475","8991306578.7048","8220810394.4549","8378083323.4651","9699163852.448","11566250501.304","12251417308.256","12776776771.653","12797790765.41","13633397867.339","14558068924.688","16475877394.789","18113088326.425","20373324937.774","23237887667.852","26413668949.364","27346793949.518","26532965564.573","28137292312.634","30519613226.412","36257009738.489","38723289569.748","42492961933.517","44015459770.849","45709833895.199","48181537162.611","52269198029.452","55529116309.991","52283452219.562","59135797214.093"
"83","Ghana","GHA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","24113846673.686","26254014024.632","27918897155.85","29934774632.121","31559558970.034","33543241686.227","35727314585.394","37891871534.725","40102759761.8","42438506129.988","44829936698.408","47880822983.04","50799522823.119","54479748374.797","59055425705.868","64809385550.204","71157692637.554","76291751640.78","84971365836.686","89689041974.09","96981351069.842","111658379163.48","126012760957.81","136957246170.14","143670731901.31","140624612115.26","136623482244.94","141646107789.03","154708253015.82","168406148108.83","180529475976.44","191105729576.61"
"84","Gibraltar","GIB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85","Guinea","GIN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5387638624.0291","5718707443.5331","6092441182.4562","6632574766.7838","7061672020.7112","7540948201.7284","8015192085.8553","8538028489.0541","8923595012.6661","9463678253.0641","9909271556.5809","10456615817.46","11322277520.407","11203897478.865","11750601774.438","12292234695.702","13583626121.489","14896100221.876","15760668716.426","15493779478.785","16667173171.073","17815489449.879","18819737532.167","18776195192.186","19471089653.375","20460340883.383","23977048840.458","29033817415.358","30679439007.608","32480414771.266","32903335589.741","34678527652.367"
"86","Gambia, The","GMB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1401202614.6531","1513180004.4515","1611278421.4817","1701660093.6931","1743095102.447","1807897268.1834","1880674399.5533","1982053484.7343","2070279112.5583","2223649580.3639","2388380089.4649","2578165470.1315","2505436376.3949","2781914365.2679","3138810917.8419","3159831995.2493","3232764662.2328","3433757906.8341","3733035877.9023","3995499235.4542","4282096918.386","4002461735.1019","4103967194.6828","4076131550.6706","4006121655.9744","4207793058.6532","4362686911.6008","4502345653.4412","4950114611.0011","5357264419.2164","5463281993.8719","5871037016.247"
"87","Guinea-Bissau","GNB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","961967880.94096","1031454500.5809","1070650545.548","1115779976.7956","1179412710.102","1248837475.5659","1421056240.1922","1552368189.7576","1119699845.3974","1150246334.9648","1243835258.8208","1290274910.6686","1323827827.3516","1354737412.4391","1434996790.579","1542942633.9547","1643949134.0629","1751200254.8937","1822285316.9099","1902174064.0359","2030228734.2168","2262774007.2351","2187093803.7392","2205787895.6238","2415238570.2174","2842389875.3144","3191999767.7665","3526798653.4902","3525929423.5782","3964364606.0308","3900540271.0599","4151910883.5143"
"88","Equatorial Guinea","GNQ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","288372452.92639","300945950.3824","420552507.96798","471016851.8962","488083542.74327","543380065.53086","900078851.17433","2438276100.5991","2802779808.1665","3758082534.7282","3565421438.6235","4053646525.6707","5414526832.078","5382753717.2415","7065291700.2899","10648905085.662","18326292446.362","22038350231.764","24526716413.293","22323793414.201","18265924519.174","21889346128.883","25687593216.869","25581464599.311","25707960045.804","21190569158.237","19263632756.175","20954718048.349","20917606870.962","19267854443.469","18803750334.82","19595556323.137"
"89","Greece","GRC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","308783233567.52","315598061858.48","331637075164.81","329714371294.89","303563894694.71","277177153049.16","277445806184.94","284938615777.95","291893761607.5","289335045232.9","295022258656.43","306093821136.23","314377061805.02","322508731204.64","297789120654.69","334996254962.74"
"90","Grenada","GRD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","435660323.26261","466064129.71253","475373398.74054","472192274.58289","490563552.38306","505123613.44472","535705006.9098","571539415.99555","639890224.22138","691893350.88956","733973799.54987","723731012.37733","753291703.54677","843303963.90382","838339384.22617","1054319874.0433","1042689349.1508","1121243070.261","1156566079.5813","1052579678.6243","1094429102.4943","1138673428.0565","1148161514.2594","1246679156.7553","1291266336.4575","1369167036.657","1505363630.5889","1603808419.3224","1732696172.209","1780898943.3897","1599124968.1856","1763756705.6024"
"91","Greenland","GRL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92","Guatemala","GTM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","29169973769.211","31797398066.741","33994196885.644","36297192706.419","38584291045.87","41302572070.17","43112361356.025","45835991538.258","48888804160.719","51384646164.003","54463891154.577","57440007121.457","59906378594.852","62706303613.83","66230666005.114","70494035986.782","76186339569.879","83014420336.921","88167498292.865","88867704977.67","91985130673.057","97566174068.503","104298818856.5","109413614759.15","115639774629.87","124517142875.71","127323281384.07","131078217588.09","138847719011.38","147331751528.04","146486767024.54","164066462947.67"
"93","Guam","GUM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94","Guyana","GUY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2020307863.9968","2099097933.5045","2414354655.9456","2787473345.546","3154648398.8622","3404637868.04","3844819286.326","4111489260.0276","4121612162.8074","4266976287.7182","4370645986.3039","4551575568.8851","4667771311.6095","4764832874.7307","5004514206.4663","5092990914.3531","5406445629.9378","6112072117.1623","6333531399.8638","6601380258.5586","7020540230.1502","7491848905.6581","7962994678.1561","8427046888.2041","8414269606.3281","8643537725.5903","8704939085.2573","9284309747.9491","9894683499.8277","10576407654.563","15191164794.781","18440075819.371"
"95","High income","HIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","18521574404366","19502128151601","20399338850392","21158645707264","22338935602348","23462474608968","24713437241963","26040733097640","27158261189741","28417408579023","30466815269659","31683339466381","32821328322425","34156177888260","36376877381380","38474537257262","41464739648559","43632004005711","44935951627032","44122683743591","46317447900995","48601442973680","50435888839834","52311681066016","54124542790259","55276074816979","57051702743068","59783506729652","62535274130022","64351662961855","63108595164177","68402094592552"
"96","Hong Kong SAR, China","HKG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","101204893852.3","110011212495.18","119355613377.02","135140302863.45","145856389076.8","153457601445.08","160110493403.57","172529628115.66","167552958492.93","174308654645.6","189604314434.1","197867686036.38","200969270767.74","215223190771.83","239197424460.38","260784821822.27","292985881740.17","322976163153.99","344928408984.26","329370302823.61","352837709345.23","379780810643.69","378882956243.06","392752239125.69","404211342098.22","418904765973.88","430388834197.36","461647487796.24","488043070598.19","489821366517.49","466726015991.62","523350264521.41"
"97","Honduras","HND","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","9581119983.1357","9529793736.3705","10252662110.667","11441367492.822","11703658840.019","12659479934.516","13127861285.308","14151190388.483","14891082523.882","15109969149.445","16489981943.983","17270928444.393","18119495900.194","19185327117.209","20779706441.408","22835465525.143","25035171357.161","27773885528.18","29596899240.905","29347467679.696","29984357601.541","31543206984.345","32434184466.308","33877209105.752","36670949177.827","40958557201.263","44378738267.01","49236539040.626","51372394322.496","53649117165.745","49947039896.615","57802629620.15"
"98","Heavily indebted poor countries (HIPC)","HPC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","363959559820.92","379370645118.29","391821381640.14","412012135226.17","425274064801.26","455353522951.06","479133118651.65","517612261839","543360563690.27","568560661155.8","597307566764.56","636009631037.42","670155384251.81","714565515798.02","775929689836.88","848794741770.66","929886600261.29","1008523775312.8","1087866632857.2","1138537304166.6","1209835905889.2","1289221965338.2","1326125630734.7","1412983195605","1580335069177.8","1663159687031.5","1773717191011.3","1871328193722.9","1992178398580.8","2116683244288.9","2146727866957","2307347046917"
"99","Croatia","HRV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","37103343310.945","39938142812.116","43157181284.988","44481629539.618","43905458714.786","46786272290.463","49047234386.598","54029674177.394","56981193458.51","62162177637.345","65024018280.2","73991672614.294","82224866867.629","87485081621.5","83857941286.593","83216153586.253","87350013344.349","88491365383.715","92422523527.38","93388192282.649","98643663558.884","103656676826.23","111986766541.17","117671774764.56","124644481008.37","120756276351.92","134964090101.27"
"100","Haiti","HTI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","15042172477.261","15849724259.925","15349330391.139","14857306842.592","13398547723.529","15064587743.262","15991390462.327","16695976636.982","17241197103.433","17946526315.361","18476349981.439","18825088588.841","19304855181.269","20356750574.609","20646658630.601","21885974700.927","23093168424.214","24817436020.735","25973446421.863","27695557256.633","26464857343.859","28421083478.041","28430225571.783","30770903952.925","31384306853.503","31087281731.419","33545326349.744","34765448644.485","36159544288.341","36197223304.917","35359750852.889","36135414237.767"
"101","Hungary","HUN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","85039270038.223","89050964372.945","90812892150.212","92050354558.934","94940960818.511","100129350350.04","104096619471.85","114002496471.01","126747271368.04","139177319914.3","148043370221.07","154417083964.24","161788481618.93","173753593747.26","177508023909.03","194385328752.4","198726822552.81","207285150106.21","218616002422.3","221126310908.06","235877604244.51","242125088245.2","251231778019.31","266882751239.82","277075100464.57","299750767926.29","318863624892.02","315818200331.9","346034587936.36"
"102","IBRD only","IBD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","9953691701661.3","10545064748308","11026735458669","11646481096233","12276279784753","13085050711514","14063411617340","15028112466504","15316358133852","16102348509064","17447165056275","18564736322273","19719420166109","21276814621085","23542494025083","25991290331224","29441542027020","33006578555123","36020820321661","37354205330689","40631640188678","44139036355590","47382571852808","49953399997290","52136750447467","53063256995412","55414135535700","58952395008381","63229414086136","66629306879138","66195148342032","73326574164956"
"103","IDA & IBRD total","IBT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","11033183788690","11685068078975","12229417877829","12890695191906","13569966295868","14459116675163","15521237652042","16566700405465","16922039206521","17793839435529","19226845361045","20476028227008","21757200081195","23463103722103","25943010008115","28624031742695","32368677996321","36193877838327","39440451786748","40948073362307","44474490561702","48239518971311","51704009528581","54566988447054","57149910968387","58315608360813","60914883962492","64715944881524","69409323671615","73202209453662","72849942621097","80550431727959"
"104","IDA total","IDA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1083529963810.9","1144023345779.6","1207545250339.6","1248848112448.4","1298008541494","1378591545035.9","1462412722844.3","1543196327709.9","1611051074927.5","1697197604128.5","1784912776277.1","1917141061656.7","2044113374561.3","2192864112324.2","2407404476258.2","2639982961893","2934192412933.7","3193248357798.4","3424901451684.4","3600166428610.5","3849282271827.6","4107001662949.7","4328949398026","4621139079667","5022732457532.1","5263376064814.4","5512428199883.9","5775036848796.7","6192210967365.6","6586509617219.3","6669475039815.7","7238741709510.8"
"105","IDA blend","IDB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","554547444948.18","588379467136.33","628518096288.02","636628128428.3","661656820672.81","695913301027.07","742845630125.93","770152197547.7","796253645910.24","837841709773.18","869452279643.39","936286694922.88","1007595337887.4","1082111923858.6","1197186056219.9","1311131988501.4","1465025915356.8","1578623353502","1674045409788.6","1756121110142.7","1875645333985.3","2001979597190.1","2089719926134.5","2217173429233.8","2388108328831","2484849395571.7","2549608735928.9","2635376922746.8","2803822441154.5","2939901743812.8","2928758477838","3219534226489.6"
"106","Indonesia","IDN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","531736255667.23","587731809350.02","640201297924.49","705157812302.78","783579089785.48","863462627330.25","950563445797.39","1009858878228.4","862362940853.25","862958310998.65","935804878099.71","1022800950342.6","1093552336411.4","1158177645410.9","1239428936295.8","1347135352963.7","1474420561385.3","1612836138259.8","1752776678974.5","1846693209647.1","2002429397236.1","2167767372892.1","2345311900455.8","2459271038444.9","2534329758163.1","2559879525286.4","2657025035503.8","2802422575187.4","3023722383404.9","3230289026326.1","3213895152464","3471169016673.3"
"107","IDA only","IDX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","527912321222.01","554382719110.09","577578354878.17","612075683326.11","636204953801.39","682954080979.18","719642196796.44","773769777047.96","815920474163.06","860585577878.77","917304208862.91","982723215136.84","1038086341213","1112380917183","1211592342375.6","1330434737240","1470576876513.3","1616868433618","1754121514045.3","1847612917096.1","1977477529826.6","2109109890254.5","2243698848242.8","2408843496219.4","2640801684343.4","2785712083108.3","2972711322125","3151622214362.1","3402197361880.9","3663198283877.4","3759674347703.2","4037955672793.8"
