"","Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"108","Isle of Man","IMN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109","India","IND","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1034506921791.4","1078472958650.7","1163426828475.4","1249496798797.3","1362619004036.9","1498913049687.5","1644587990175.8","1742164155403.4","1870916383121.4","2066536451929.6","2188197810596.8","2350069155230.3","2482413330517.5","2728406064237.5","3024818504448.7","3366286523962.6","3747530644451.3","4158793573551.1","4361562882378.6","4734626196587.9","5173866049788.7","5568974800574.8","6080904818549.9","6396857208684.8","6700838434194.1","7076731493413.7","7577059418948","8187427038374.5","8925035735506.5","9434597927936","8883834432986.6","10034913318545"
"110","Not classified","INX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111","Ireland","IRL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","44878863074.137","47486181613.816","49554807808.744","52325588597.81","56778840632.272","62488691340.031","68475797763.661","75137006575.597","83446651084.028","88558211016.302","100197331844.55","107558970371.2","116111294637.36","125012631295.85","136081588898.57","145786461890.65","165769490264.07","177883972720.59","171652233529.25","157127396026.11","165002854610.28","167590997374.67","171987227119.86","186542815336.75","200930016934.44","249480089812.59","276939393596.03","296757214519.04","318754799839.44","334631875999.22","354158751853.57","399493389602.62"
"112","Iran, Islamic Rep.","IRN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","423425602794.65","494412930963.23","521763782867.07","526150938677.59","525894963138.74","549530813111.77","595419599075.58","615238089176.5","635968604599.19","659741555840.06","713734871280.66","747649588229.37","820996390260.43","908738466537.3","970447651708.61","1032625475548.1","1120025206627.9","1246771188239.7","1274532713996.9","1291331768074.6","1383206654539","1450159210166.7","1304208891173.4","1258586972971.5","1262255381766.9","1131882731796.4","1222831727825.1","1282944257114.5","1288566351413.1","1273694997199","1332523063037.5","1454162719957.1"
"113","Iraq","IRQ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","47127873753.198","64185154332.734","86567337662.84","91827956383.453","95714500480.951","108198235692.4","131743285283.41","179616084265.92","213267016184.87","257916016411.06","268149102399.83","247479656924.09","162820327520.9","256524071281.92","244264308512.03","276607450189.88","295532744742.94","346581027016.73","361024504166.72","382621510097.69","414739424314.83","485908441354.31","512778423816.27","475188243983.58","344166566458.33","341952563711.7","392252667154.88","412193197824.23","443915672704.89","395615391569.55","424377513163.52"
"114","Iceland","ISL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","6300109186.9714","6600283794.7975","7173346871.4786","7714873452.4412","8038027657.3646","8061036146.3181","8777980869.0753","9390431859.411","9391726278.2866","10034337631.479","10526296722.795","11039496347.644","12085620757.078","10807260433.594","10697838993.334","10230194513.778","11022605832.763","11766282593.549","13631427233.652","14240759323.408","15371988994.733","17105490646.822","18517234339.232","19149077697.517","20828277679.399","19065909012.804","20819683525.416"
"115","Israel","ISR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","106664664218.31","114722732564.57","120814578840.59","127339117188.38","132442868470.69","147136270565.93","153940725438.7","159718270493.69","153753675348.51","166835783752.93","170745788265.98","180562716581.37","197283873360.84","197157780619.34","200673431925.87","215797620038.07","234719324329.5","245463117371.42","271043423918.22","280636940483.26","294691712507.25","320479833105.94","339159216533.17","354217645740.81","360149637624.45","360185849286.14","412565185531.3"
"116","Italy","ITA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1043605220136.4","1093261987376.4","1125303038264.2","1144536709295.4","1192440753609.5","1256899524019.8","1298093625533","1352087897876.9","1416040348422.7","1454355586914","1535675678360.4","1592308172773.1","1632366431124.2","1665301920658.8","1702051383789","1749401793158.8","1894466616920.4","1996693893234.5","2070619017116.4","2043583557083.1","2079685925634.7","2167673493812.3","2169728284637.1","2183586713124.5","2200447377387","2225429068058","2427621534122.1","2531219678356.9","2629044697813.8","2672992542432.9","2527003713439.9","2745845520926"
"117","Jamaica","JAM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","10395286444.208","11178970318.846","11960073339.25","14069822040.515","14146707527.072","14909514349.404","15573620804.197","15592552856.766","15383722608.062","15725540459.403","16198819227.886","16633576266.958","16964886781.516","17966244610.508","18759162113.993","19460574187.278","20830164342.171","21697481695.218","22170926804.912","21039396821.919","21374885138.93","22231688676.065","22955384111.738","23571567007.342","24040712118.955","24629832233.526","25591046475.921","27243103856.984","28144433665.966","29204051863.326","26463158693.169","28959861496.103"
"118","Jordan","JOR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","14826807742.848","15053325244.105","17949626501.501","19410030235.381","20915463856.366","22896128467.42","23750624117.9","25342338591.914","26707891150.058","27959142889.401","30742778459.942","33292804618.578","35387451367.644","37794503752.338","42601407042.402","47646608458.107","53266868333.907","59379550482.962","63916101450.999","67367370954.308","68160327744.579","71405408235.114","73428347001.652","78636175092.315","80958153934.417","86720642947.479","89557524170.932","97876027674.315","102175680624.96","106515264108.05","105790785242.93","112353059186.04"
"119","Japan","JPN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2485125565477.8","2655528778449.8","2743255807499","2794407057740.9","2880747186373","3019080874875.3","3181900007928","3271976486943.9","3264271822718.9","3298985766967.2","3511271813876.4","3608076636937.4","3701173656289.7","3814570895476.8","4014995178768","4201587695068","4415235266797.7","4619429794420.2","4638617178018.9","4403592894666.1","4645945128260.9","4764015870154.1","4932125343801","5194308150190.7","5221591072071.2","5404452911056.2","5338418864031.4","5456929841830.4","5545224305740.7","5563518683034.8","5508391563563.1","5601433326051.3"
"120","Kazakhstan","KAZ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","111666605196.47","99419562247.556","92958185741.903","94825109926.87","97739623394.853","96995415780.422","99045839067.074","107816757155.88","126845695045.47","142850336887.74","157217723168.39","174878876415.34","190634986139.16","213164964914.44","236242961213.7","242554086622.86","257877751548.75","272752178466.37","294494040831.08","319954479748.82","373088584433.75","383650191926.99","381745816548.32","382306984208.95","399678715598.35","419211075759.63","444945768993.04","457519690587.96","478155783209.73"
"121","Kenya","KEN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","38593952301.618","40396104694.188","41051647893.197","41680131086.989","44008205941.989","47344322898.96","50540684425.756","51881229942.783","54354722651.825","56210061526.229","57970414713.376","61462961144.616","62864170762.583","65888657462.201","71239152959.816","78318823657.763","85778707119.14","93983872113.683","96314771272.931","87505887031.733","96188911697.709","105284725887.1","111702555544.44","124600115565.07","139107161405.76","158922253444.33","190212512400.66","207091719434.38","224916067969.7","240426493940.21","242406580887.62","272076389865.25"
"122","Kyrgyz Republic","KGZ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","10616943685.381","9367397735.4276","8084261440.0625","6485686356.5661","6237660312.2872","6817077555.7241","7505502972.2388","7657894322.5759","7955618625.1667","8573036595.7615","9440063161.6407","9612982381.3018","10532020173.417","11408908936.222","11873569554.116","12866290046.758","14396713748.866","15471423790.582","16045652967.889","15742285061.614","16250508927.997","19767684148.498","21790220340.631","23953408500.425","24127188672.247","26964623069.93","29771394477.549","32222808696.91","32273625655.371","31720020916.623","32515481593.831"
"123","Cambodia","KHM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","8260459103.9931","8847462196.9434","9483302434.5665","9979078366.7817","11290609051.563","12627752882.969","13926743834.741","14944527020.507","16636350257.777","18807506928.756","21840398104.029","24987674330.6","28465506486.442","30841551002.343","30994790312.159","33509040087.315","36394815884.356","40352333048.155","43284451676.877","45941913407.45","49695125105.709","54905400965.33","59657647125.731","65469356176.2","71056602385.375","70963733558.433","75231469868.09"
"124","Kiribati","KIR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","102062981.05326","150220355.10311","156743772.67012","154822492.15992","159694997.66464","171983590.41027","153200959.45089","188207672.99076","214388977.57221","197904269.0147","215740256.78469","231271151.28248","225820204.35975","221387863.82419","216182559.82593","227357084.37659","231620594.06798","246970071.1097","251460430.42528","241819934.87047","257189280.06829","253879546.19983","295645921.57175","340503758.3119","393854991.41263","477001860.88286","414125998.55433","450876855.81628","475541912.49896","540111826.57868","484032247.16779","498154668.34153"
"125","St. Kitts and Nevis","KNA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","355088368.69664","355748066.73215","374106717.24802","408569579.20838","439944388.42593","478269715.27332","508658643.85324","549172217.09279","543797798.15282","566664781.28841","640621375.58599","686793945.18133","704195288.38627","679344036.38261","738639361.19988","847291523.73197","914459291.30406","950076822.70562","1077663353.9143","1048043017.3889","1068100609.9389","1110245233.1223","1074637214.8937","1142792938.4902","1174971492.5742","1183873434.9332","1258080070.9667","1336989406.3526","1400541274.0266","1519618331.3072","1320717608.3404","1353106247.4658"
"126","Korea, Rep.","KOR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","357828324105.36","409794141995.41","444975566756.81","486847195366.21","542686780027.48","606636932532.94","666597940293.38","718588401701.29","684153613460.13","774850771229.2","865644442260.79","928025906793.23","1015663096721.2","1054530303017.2","1141124345956.4","1205046439840.2","1298424910845.7","1411398167221.2","1469369248901.1","1452739634577.6","1575029690364.3","1635336002448.1","1702177999918.5","1737909546523.5","1801276221059.3","1939637111593.4","2034377961086","2112226195330","2229385035793.9","2245014199226.2","2374070106814","2471773432699.9"
"127","Kuwait","KWT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","74716362679.068","94035218876.722","101250683432.14","113396359698.55","114691220902.6","123898957300.87","131962944903.71","125365626115.98","135146081370.49","134117731373.63","133816938164.13","157524605800.54","183806011959.53","210918124303.06","237989613021.6","254129076730.21","256985116236.61","238649571821.2","239386659995.87","262123336778.36","291438375133.72","296212687021.71","283545175393.6","201226216155.38","197466766535.32","238367604379.73","245049057477.82","248383771125.93","",""
"128","Latin America & Caribbean (excluding high income)","LAC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2341232039956.3","2509717863812.5","2637648955794.2","2760224900674.4","2957729625306.7","3061721445683.5","3241339740547.4","3466178008023.3","3581739847297.8","3632031417480.3","3849674618965.2","3946960349871.7","4033030563061.2","4215759804194.7","4529533622042.3","4856330011027.5","5360069266377","5813166185667.9","6201053595785.4","6177497255867.3","6642764249398.1","7164269753507.3","7383059869936.1","7731498211367.8","7980457474605","7951903448930.6","8139262007620.5","8557001678623.4","8841206557250.1","9034543654158.8","8656910010948.6","9506985269249.2"
"129","Lao PDR","LAO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","4363361273.1969","4704734285.0235","5079488589.5134","5507336139.1167","6076741824.2538","6625569575.0673","7211909432.5407","7678710350.1014","8035034760.1034","8862738466.9761","9343426247.1595","10123229259.762","10917173172.378","11569514906.373","12836707097.847","14431004985.31","15642850425.68","17656220725.596","19161875886.363","21136802979.027","22376117248.28","24562505654.947","29339581968.17","32738513911.964","37279715377.799","39733495399.377","44835845958.178","47800441427.611","52519996861.744","55519349513.743","56377221989.244","60142410066.482"
"130","Lebanon","LBN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","13106532615.427","16965953968.332","20600146311.279","22910772102.142","25606813704.31","28043460344.169","31388003864.197","31985448477.794","33147817884.887","33552278066.91","35000922472.777","36332169919.738","36580615021.711","33668289651.403","42488375010.997","46367937405.903","49326260763.165","56649574912.932","62046483200.79","67392832626.544","73134255688.854","75853128476.648","81648987857.43","88090342201.649","92895674923.264","97410823179.247","102158566760.33","108364764340.2","107278103318.94","100695519501.46","79601959325.126","76630236862.557"
"131","Liberia","LBR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","2498523526.575","2460710818.4448","2580683979.6294","1776432935.4982","1916651001.7984","2135909125.6563","2458958754.9803","2841527780.7246","3172321790.4087","3401448923.5901","3620472461.0702","4164518138.6144","4514003068.9786","5334913744.817","5542938998.8564","5360350195.4666","6015889037.9867","6698170705.5743","6645460186.3344","6757067307.2739","7054612592.568","7629591353.5362"
"132","Libya","LBY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","111924519566.53","129959576087.67","135579452680.61","156635138448.25","176214440079.54","198345718323.84","198018041758.34","186523861762.1","198351468061.86","98660661892.733","166477427186.19","138218258869.59","126044078753.44","138418846987.06","137494406923.82","155999512471.2","171226598186.88","156040805188.85","119332857702.76","163865185820.2"
"133","St. Lucia","LCA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","844539868.05426","874757835.63743","976445336.61015","994789988.90758","1035857151.954","1069645281.7338","1128817917.9712","1138021073.8773","1220848147.0316","1276137845.1006","1381171079.1187","1357259507.7825","1402095322.7342","1473455184.2055","1600390636.8115","1645252418.8667","1841281359.5616","1907132180.2485","2041814437.8293","2034117981.9189","2103702406.4494","2297805120.6217","2256306242.7035","2340100704.3241","2295944357.8513","2221035996.7695","2415641662.4829","2540759210.513","2701609480.6233","2707232456.3263","2163371486.8358","2481072813.3113"
"134","Latin America & Caribbean","LCN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2636168544332.6","2840706972700.8","2997815041683","3139172435044.5","3345261883245.8","3481695401029.2","3682799000093.7","3944321424446.6","4076424900084","4125135684002.3","4373686181588.7","4496957859835.4","4565492041038.3","4744262765994.5","5135076200045.3","5531444360073.6","6135362028546.3","6676292868782.6","7102367797312.7","7058348535914.2","7557246711128.4","8138363814509.3","8414661917499.6","8819886854606.3","9102680740256.9","9099103776939.8","9330325460110.9","9806713620687","10139477831438","10361573824206","9916211242262.7","10925030079382"
"135","Least developed countries: UN classification","LDC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","456685528439.18","485461009609.83","488155810837.32","519321163793.75","540413085032.93","595558874863.97","640941955670.88","693652215629.51","730296402114.55","766984574631.68","822287343461.88","884054401643.09","943243946660.02","1012326945327.7","1105644517321.8","1219147239334.3","1354421268588.8","1501468207715.8","1630512156852.4","1725442244274.3","1847790925499.3","1969589544767.6","2095213557472","2245852805353.9","2442604171839.3","2558514723209.1","2732883465143.1","2897848948557.1","3111692297529.4","3336649690409.2","3411175913953.4","3637079952166"
"136","Low income","LIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","215861975976.22","225276254695.32","235292510281.53","252875466113.9","262938415444.55","281594841521.42","305636763355.69","333100818756.24","349781171661.51","364468218104.37","387114177717.87","417558428935.64","439840890213.46","469889246920.37","510897375133.91","559959251203.34","615606912215.85","674277925064.64","725330263735.67","762402953555.13","816137009702.24","849735616898.52","850102265315.73","904317827398.46","1004187437733.1","1066365041741.1","1155535232757.8","1213464482355.2","1282227003510","1356908037040","1375398993312.4","1456030398935.5"
"137","Liechtenstein","LIE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"138","Sri Lanka","LKA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","41088703616.49","44399599762.715","47633381539.944","52224891853.425","56051638546.669","60046209705.738","63417108197.99","68780893677.649","72579051407.535","76627664866.059","82988269622.682","83541983417.256","88411491732.741","96012950959.353","103884002170.68","113602522780.28","125925922716.87","138455201173.25","147861397408.61","155706760890.13","170076959825.75","188834948123.68","213147269607.96","226188572151.22","237915156637.22","249921423253.42","269933518608.93","284155176162.37","297404593420.86","301324351806.69","294679867068.51","318346974127.82"
"139","Lower middle income","LMC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","4093284260012.1","4345715683901.8","4558799839854.5","4734224016756.4","4967225131610.7","5326710195880.2","5737181946298.2","6049824316934.5","6192370149641.9","6552104345015.5","6966261533736.9","7475836036641.1","7957943255410.1","8622556211495.3","9432578195383.3","10324747738310","11392931926100","12544210806636","13302027017625","13981521559635","15073167493563","16122877029356","17242964079049","18099820496605","18910308208798","19512818836262","20570002257208","21823187949264","23467451480967","24783715097552","24231530734676","26605382907528"
"140","Low & middle income","LMY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","10427116141047","11061467708024","11577206144944","12202631284075","12845604713907","13669962330990","14681318742381","15671694528174","15991632803007","16852984497162","18232573873871","19428604750617","20690815445795","22385917423938","24747228204725","27326930208241","30894770432532","34548205404883","37630997902955","39142087586919","42575595125675","46199304101800","49555695243648","52338014760771","54831142792111","55892791914927","58352800857724","61970691857334","66479313644473","70120969463896","69773388058105","77156812146770"
"141","Lesotho","LSO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2219299255.0321","2343827458.7146","2439043855.266","2476749576.788","2637776287.054","2704274158.7187","2912725621.9072","3039381230.8397","3025677085.7424","3143928824.2445","3249977094.5521","3907148434.1305","4000763138.6076","4210776482.7992","4219654063.8563","4260506300.4708","4395818049.5605","5260949033.5494","5496619136.8138","5313416878.9813","5522874015.7633","5495695487.382","5431655705.7357","5971898849.8787","6384113068.0489","7086503862.7911","7046118125.5237","6340290088.866","6414462752.3004","6647929604.8525","6131199253.8896","6552905265.7652"
"142","Late-demographic dividend","LTE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5190693215756.3","5465484053615.3","5660351179506.9","6074305920656.4","6483730134509.6","7005119541874.6","7503674677289.8","8021607682767.2","8280397823911","8755385083657.8","9593884351846.6","10307493758447","11118759784908","12168523144022","13546359289779","15081745900780","17338557357100","19684416793777","21818036814671","22707282963006","24767059392489","27182426983911","29312282029785","31051206168934","32531815487422","32723526749642","33936331216071","36094229271847","38981436378685","41467047023319","41966621133583","46503195326079"
"143","Lithuania","LTU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","21474321698.712","22753174341.988","24795925847.668","26935463530.547","26905497417.393","29025688308.986","32308317643.662","35703936015.972","40191667161.726","42973811772.264","47408768668.292","52810382922.654","59286506662.13","64177341430.801","58596427726.873","61840542478.857","67271020820.011","71500144701.176","77288358779.917","81671309475.396","80739607677.781","85539531064.684","92039550957.716","98749081993.641","103934256230.77","105524293879.56","115302792737.88"
"144","Luxembourg","LUX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","11398268748.833","12897353058.864","13360575623.866","13982647521.649","14283745645.64","15253252999.172","15999290227.291","17219786574.687","17621497807.954","19793112162.317","21275141679.735","22071746040.311","22046814197.76","22011504952.24","26742056416.683","29141028336.907","29852814088.935","34731992429.06","34794463610.153","27579415396.371","31131932785.819","33946894207.153","39411330076.423","39343582938.473","42551389036.553","39536868192.284","43719406405.022","49076634720.798","50348347088.94","48164494690.725","52467328446.145",""
"145","Latvia","LVA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","13804057931.873","14361102899.271","15900381707.299","17145743117.135","17535331555.255","19010383672.112","21202511409.711","23329058550.397","25183833560.709","27214658833.664","30828071063.444","34302077559.211","38934624350.706","42076402764.698","38998687467.618","37513944386.722","39603743987.033","43008087664.435","45461971554.526","47544131538.434","49152676312.23","52287368301.567","55551256147.621","58540629190.641","60106254156.23","59816329675.187","63626299182.155"
"146","Macao SAR, China","MAC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","9406559626.0032","10091308078.161","11722039192.157","12527899195.653","13291118779.848","13849671796.446","13780730846.363","13939157233.721","13348285541.111","12939350385.125","13665521738.691","15602098761.065","17188861879.006","19290122013.304","24238721257.669","26685059791.562","29856651037.098","38592981260.876","36394783693.336","37769829747.461","47277439794.645","56959985933.746","63620699006.456","73602607064.882","75796054375.185","62556810027.031","63493583929.068","69899369839.592","75731830957.012","75349220142.536","46725358667.354","50079163675.493"
"147","St. Martin (French part)","MAF","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","Morocco","MAR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","61901445146.282","68461658184.094","68788239863.452","69494842114.288","78861362112.356","75920974062.172","87523200568.851","87588554289.063","95554948983.689","98032379458.47","102023345708.58","112081440172.87","117758006299.4","127516064211.38","137735118011.8","147499762648.4","163383333591.54","174064599936.2","188184993739.77","195118716756.61","205002967416.05","219548856240.12","221558465714.72","233442913596.09","243275019392.24","265589514966.88","270172515559.35","281151427260.72","296801809028.78","310839598354.62","293606859506.76","328707001702.31"
"149","Monaco","MCO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150","Moldova","MDA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","9320721357.7666","9615790209.9764","8952434749.4266","8874057804.9202","9452447363.9626","10505071673.366","11763329317.213","12982885838.17","14577771634.054","16138969487.983","17169158468.855","17762492606.12","19603502315.246","17839159659.019","19631167558.569","21128597768.662","23013198254.909","26217252654.262","27399539464.241","27755343306.632","31375151989.953","33931111963.049","35929121310.064","38065861100.918","35040173328.858","41357957471.054"
"151","Madagascar","MDG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","13478226580.89","12938274207.888","13529398308.209","14176863777.876","14368968488.315","14926802565.425","15697083706.679","16601088397.432","17497025556.583","18634843246.906","19977597576.447","21707934789.315","19318033675.59","21656048773.968","23472720348.908","25182036216.445","27301873793.478","30032347137.591","32688637457.062","31399074510.053","31885721689.122","33049341711.373","33114683610.759","34055255225.881","35676221133.838","36068431288.668","38413305509.294","39234604622.624","41375036068.867","43907242760.579","41497760302.863","45529381517.825"
"152","Maldives","MDV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","1492002104.0057","1641164030.9576","1799633023.0745","1960024174.6797","2109275884.3154","2250620769.0664","2255779541.1577","2464281782.0881","2831966516.4048","3102702571.0049","2782890927.6906","3620522151.0625","3493924583.1722","4018331212.6653","3817032208.6726","4090612651.5243","4605714112.2586","4925577794.1935","5462304304.1816","6289083101.7437","7011178133.5159","7611970620.0772","8255754816.0833","9001810700.9415","9738377071.1591","6687136141.4222","9788497619.445"
"153","Middle East & North Africa","MEA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1997140749044.5","2254791648347.7","2407863798835.7","2513478621697.8","2585880122501.6","2709655600237.4","2876012380061.7","3019086064025.6","3228882024063.8","3327551354248.1","3614650281449.5","3771673987009.6","3865833339928.8","4122394139649.4","4581040212250.3","4923367495315.4","5399629334106.5","5870661428878.5","6231699753674.7","6279218326056.9","6635098159344.7","7010854343584.4","7390400647478.5","7486891952692.9","7539947520108.7","6959447953079.4","6998042483783.5","7382084412668.5","7666027162218.5","7844868093001.8","7726089450756.6",""
"154","Mexico","MEX","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","660620115730.56","716034915440.57","761827129950.06","740899304745.24","793486816266.53","748953269685.18","816922846549.85","895668238181.45","952476898874.57","996524232338.78","1073203952021.9","1096210031194.4","1117965544638.4","1163184402733.6","1244875049132.7","1313762682229.6","1462885890883","1534583606755.8","1630569413184.1","1608607231949.9","1719790497550.5","1880967839882.5","1973881601912.2","2004429620594.4","2119873249261.2","2172591443147.8","2319373116262.8","2396875000224.4","2467366560795.4","2459334472623","2335764427903.5","2501574678637"
"155","Marshall Islands","MHL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","174144937.79833","152642747.87341","146962081.73667","152365696.42771","156171652.05191","162924675.10898","176502158.43022","181423993.7993","182767344.11004","189211623.28934","202961652.74126","204713665.01779","218707663.20079","208565182.76681","213064147.1417","220403624.00008","221289867.96021","213201499.20508","231318726.13469","239726631.66296","269730051.10385","266750606.75816","273818332.87449","290853806.10781","325486270.18919","318048314.24483","311666704.26626"
"156","Middle income","MIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","10216338342000","10840884753949","11346740757109","11955677665086","12588306505231","13394555559330","14382670891352","15346790055410","15651302617734","16498019269196","17854949393307","19021682824373","20261799016833","21927088022572","24247626085444","26778987110464","30290848246742","33885456564325","36917233568407","38392582120949","41772796716117","45362158855271","48716662989380","51445645852126","53846648167165","54851899714098","57229656433910","60789744170429","65229289817772","68798638336265","68435826109268","75733789293495"
"157","North Macedonia","MKD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","10906444233.516","10641923923.165","9927670578.1547","9485406269.6012","9595720825.2518","9733347808.5984","10002771916.5","10292607377.005","10781315562.897","11331553096.867","12234406656.027","12220450939.576","12772266390.323","13205495640.216","14486891882.625","15708182802.409","17659022357.488","18216800653.919","21276808744.648","22417308439.743","23019360181.953","23624021530.124","24014886329.952","25654752637.268","27260532916.953","27846477504.123","30135051681.902","31298734621.81","33403393746.477","34594544306.724","33865913398.354","35952578756.229"
"158","Mali","MLI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","6754755420.9038","7835558132.1396","7745898998.6934","8203933380.6764","8609475536.5177","8823755409.247","9615754868.6813","10238533868.52","11159558148.148","11980259601.16","12278775910.551","13933816258.079","14378515201.19","16472759392.429","17189614519.129","18892790391.6","20294820135.002","21585436309.064","23164031281.258","24085110760.382","25842327187.881","27331464772.526","27142665899.927","28848666648.595","31565052224.589","34646998121.654","38276068960.858","40237794150.92","43275410842.583","45651990407.591","45533724924.892","48658878149.695"
"159","Malta","MLT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","3380123657.5584","3664575351.2309","3869828193.7086","4097735564.1585","4336607511.4305","5062427588.9488","5300109992.6833","5632952296.0418","5816280502.0353","6256764857.5485","6891125474.4192","7319453896.0554","7819228238.3617","8308547139.6202","8611660840.3968","8733490495.507","9068183874.5354","9685049590.0874","10690563400.39","10413325819.04","11292039591.3","11772771967.487","12098553207.404","13078219706.388","14149791357.845","15748436610.287","16315563632.164","18329893502.781","20463323234.952","22070345362.065","20569739575.883","23526030682.034"
"160","Myanmar","MMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","15045180690.052","15139566385.522","17271945134.846","19773582443.411","21807349991.919","23855321621.845","26135126133.935","28410143489.218","30439668709.825","33556553708.95","37945964146.009","41391151494.844","45510943304.679","53153613844.093","62142998851.212","68872767298.366","83109922388.05","98759586638.481","112921807212.14","126369392493.5","142973011247.53","159104757889.32","175850406697.92","189318823281.32","201364530252.93","207706786675.51","207046099728.54","219376387902.96","238387503485.37","257997723437.23","269849510404.98","232005894931.94"
"161","Middle East & North Africa (excluding high income)","MNA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1045613242625","1158490332699.5","1244808975577.6","1296880954477.4","1339092075980.4","1402796833138.1","1518179983718","1605151181588.9","1737517654817.7","1843661724700.8","2012125078398.2","2127633637652.6","2226000792121.7","2313844774076.4","2562262453190.8","2729611282899.6","2988270049675.2","3290021261878.4","3483508661244.1","3571446687346.2","3782164995071.6","3838584595899.9","3990662865905.6","4004028355810.5","3982837195206.9","3820339085847.1","3928048508623.1","4102764023659","4262397985109.3","4367593218235","4332253434979.9","4722997391593.4"
"162","Montenegro","MNE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","3814377972.3171","4317819678.2028","4572067883.4916","4756247898.4533","5058522686.0884","5163047423.6485","6539809690.6745","7762542799.8657","8650115817.3952","8065936954.19","8386934919.0021","9042177114.4792","8745180314.2869","9420289179.9984","9686300736.1342","10384349923.424","11428216850.715","12503548807.055","13541290069.327","14514647795.482","12691842568.293","14719486322.301"
